PROVISIONAL_KEY,CLAUDE_ID,LANGUAGE,LANGUAGE_CODE,LANGUAGE_VARIETY,CATEGORY,CONTEXT,MONEY_CRITICALITY,FR_SOURCE,FR_MARCHE,TTS_CANONICAL,STT_VARIANTS,STATUS,VALIDATION_NATIVE_REQUISE,VALIDATOR_1,VALIDATOR_2,FIELD_TEST_STATUS,RISK_NOTE
PROVISIONAL_FRM_NUMBER_071,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,soixante et onze,soixante et onze,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_072,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,soixante-douze,soixante-douze,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_073,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,soixante-treize,soixante-treize,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_074,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,soixante-quatorze,soixante-quatorze,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_075,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,soixante-quinze,soixante-quinze,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_076,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,soixante-seize,soixante-seize,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_077,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,soixante-dix-sept,soixante-dix-sept,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_078,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,soixante-dix-huit,soixante-dix-huit,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_079,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,soixante-dix-neuf,soixante-dix-neuf,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_080,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quatre-vingts,quatre-vingts,kyɛbele kpara-taanri,kyɛbele kpara-taanri | toloyo sicɛrɛ,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_081,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quatre-vingt-un,quatre-vingt-un,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_082,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quatre-vingt-deux,quatre-vingt-deux,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_083,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quatre-vingt-trois,quatre-vingt-trois,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_084,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quatre-vingt-quatre,quatre-vingt-quatre,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_085,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quatre-vingt-cinq,quatre-vingt-cinq,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_086,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quatre-vingt-six,quatre-vingt-six,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_087,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quatre-vingt-sept,quatre-vingt-sept,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_088,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quatre-vingt-huit,quatre-vingt-huit,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_089,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quatre-vingt-neuf,quatre-vingt-neuf,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_090,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quatre-vingt-dix,quatre-vingt-dix,kyɛbele kpɛ-cɛrɛ,kyɛbele kpɛ-cɛrɛ | toloyo sicɛrɛ ní kyɛ,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_091,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quatre-vingt-onze,quatre-vingt-onze,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_092,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quatre-vingt-douze,quatre-vingt-douze,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_093,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quatre-vingt-treize,quatre-vingt-treize,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_094,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quatre-vingt-quatorze,quatre-vingt-quatorze,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_095,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quatre-vingt-quinze,quatre-vingt-quinze,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_096,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quatre-vingt-seize,quatre-vingt-seize,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_097,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quatre-vingt-dix-sept,quatre-vingt-dix-sept,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_098,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quatre-vingt-dix-huit,quatre-vingt-dix-huit,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_099,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quatre-vingt-dix-neuf,quatre-vingt-dix-neuf,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_100,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,cent,cent,dabata nijan,dabata nijan | toloyo kagulo,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_HUNDRED_200,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),NUMBER_HUNDREDS,Lecture isolée d’une centaine ou de mille; l’unité et le contexte doivent être ajoutés.,MEDIUM,deux cents,deux cents,dabatabele syiin,dabatabele syiin | sirakele,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_HUNDRED_300,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),NUMBER_HUNDREDS,Lecture isolée d’une centaine ou de mille; l’unité et le contexte doivent être ajoutés.,MEDIUM,trois cents,trois cents,dabatabele taanri,dabatabele taanri | sirakele ní toloyo kagulo,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_HUNDRED_400,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),NUMBER_HUNDREDS,Lecture isolée d’une centaine ou de mille; l’unité et le contexte doivent être ajoutés.,MEDIUM,quatre cents,quatre cents,dabatabele sicɛrɛ,dabatabele sicɛrɛ | sirabele syiin,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_HUNDRED_500,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),NUMBER_HUNDREDS,Lecture isolée d’une centaine ou de mille; l’unité et le contexte doivent être ajoutés.,MEDIUM,cinq cents,cinq cents,dabatabele kagulo,dabatabele kagulo | sirabele syiin ní toloyo kagulo,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_HUNDRED_600,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),NUMBER_HUNDREDS,Lecture isolée d’une centaine ou de mille; l’unité et le contexte doivent être ajoutés.,MEDIUM,six cents,six cents,dabatabele kpa-rani,dabatabele kpa-rani | sirabele taanri,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_HUNDRED_700,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),NUMBER_HUNDREDS,Lecture isolée d’une centaine ou de mille; l’unité et le contexte doivent être ajoutés.,MEDIUM,sept cents,sept cents,dabatabele kpara-syiin,dabatabele kpara-syiin | sirabele taanri ní toloyo kagulo,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_HUNDRED_800,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),NUMBER_HUNDREDS,Lecture isolée d’une centaine ou de mille; l’unité et le contexte doivent être ajoutés.,MEDIUM,huit cents,huit cents,dabatabele kpara-taanri,dabatabele kpara-taanri | sirabele sicɛrɛ,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_HUNDRED_900,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),NUMBER_HUNDREDS,Lecture isolée d’une centaine ou de mille; l’unité et le contexte doivent être ajoutés.,MEDIUM,neuf cents,neuf cents,dabatabele kpɛ-cɛrɛ,dabatabele kpɛ-cɛrɛ | sirabele sicɛrɛ ní toloyo kagulo,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_THOUSAND_1000,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),NUMBER_THOUSAND,Lecture isolée d’une centaine ou de mille; l’unité et le contexte doivent être ajoutés.,MEDIUM,mille,mille,waga nijan,waga nijan | sirabele kagulo,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_UNIT_01_UNITE,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),UNIT,Unité de vente orale.,LOW,unité,à l’unité,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_UNIT_02_TAS,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),UNIT,Unité de vente orale.,LOW,tas,tas,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_UNIT_03_SAC,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),UNIT,Unité de vente orale.,LOW,sac,sac,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_UNIT_04_KILO,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),UNIT,Unité de vente orale.,LOW,kilo,kilo,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_UNIT_05_BOTTE,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),UNIT,Unité de vente orale.,LOW,botte,botte,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_UNIT_06_BIDON,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),UNIT,Unité de vente orale.,LOW,bidon,bidon,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_UNIT_07_SACHET,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),UNIT,Unité de vente orale.,LOW,sachet,sachet,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_UNIT_08_PAQUET,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),UNIT,Unité de vente orale.,LOW,paquet,paquet,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_UNIT_09_MORCEAU,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),UNIT,Unité de vente orale.,LOW,morceau,morceau,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_UNIT_10_LITRE,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),UNIT,Unité de vente orale.,LOW,litre,litre,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_UNIT_11_REGIME,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),UNIT,Unité de vente orale.,LOW,régime,régime,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_UNIT_12_CARTON,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),UNIT,Unité de vente orale.,LOW,carton,carton,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_UNIT_13_CAISSE,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),UNIT,Unité de vente orale.,LOW,caisse,caisse,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_UNIT_14_BOUTEILLE,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),UNIT,Unité de vente orale.,LOW,bouteille,bouteille,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_UNIT_15_PANIER,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),UNIT,Unité de vente orale.,LOW,panier,panier,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_UNIT_16_FRANC,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),UNIT,Dénomination monétaire orale; à associer à un nombre et au contexte.,HIGH,franc,franc,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_UNIT_17_FCFA,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),UNIT,Dénomination monétaire orale; à associer à un nombre et au contexte.,HIGH,FCFA,franc CFA,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_PRODUCT_01_TOMATE,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,tomate,tomate,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_PRODUCT_02_PIMENT,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,piment,piment,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_PRODUCT_03_GOMBO,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,gombo,gombo,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_PRODUCT_04_ATTIEKE,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,attiéké,attiéké,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_PRODUCT_05_BANANE,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,banane,banane,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_PRODUCT_06_PLANTAIN,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,plantain,plantain,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_PRODUCT_07_IGNAME,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,igname,igname,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_PRODUCT_08_MANIOC,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,manioc,manioc,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_PRODUCT_09_AUBERGINE,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,aubergine,aubergine,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_PRODUCT_10_OIGNON,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,oignon,oignon,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_PRODUCT_11_AIL,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,ail,ail,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_PRODUCT_12_POISSON,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,poisson,poisson,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_PRODUCT_13_VIANDE,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,viande,viande,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_PRODUCT_14_POULET,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,poulet,poulet,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_PRODUCT_15_HUILE,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,huile,huile,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_PRODUCT_16_SEL,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,sel,sel,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_PRODUCT_17_SUCRE,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,sucre,sucre,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_PRODUCT_18_RIZ,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,riz,riz,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_PRODUCT_19_HARICOT,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,haricot,haricot,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_PRODUCT_20_MAIS,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,maïs,maïs,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_PRODUCT_21_FOUTOU,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,foutou,foutou,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_PRODUCT_22_ORANGE,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,orange,orange,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_PRODUCT_23_SAVON,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,savon,savon,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_PRODUCT_24_FARINE,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,farine,farine,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_PRODUCT_25_JUS,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,jus,jus,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_PRODUCT_26_LAIT,,Sénoufo Cebaara (senã́rì),sef,Cebaara — parler de Korhogo (numéraux attestés uniquement),PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,lait,lait,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_INTENT_01,,Wê/Guéré,gxx,Wè Southern (Central Guéré),FINANCIAL_PRIORITY_INTENT,Commande orale d’encaissement; elle ne vaut pas confirmation métier du paiement.,CRITICAL,Encaisse.,Encaisse ça.,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_INTENT_02,,Wê/Guéré,gxx,Wè Southern (Central Guéré),FINANCIAL_PRIORITY_INTENT,Demande du montant encore dû par une cliente.,CRITICAL,Combien elle doit ?,Elle doit combien ?,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_INTENT_03,,Wê/Guéré,gxx,Wè Southern (Central Guéré),FINANCIAL_PRIORITY_INTENT,Accord oral avant une validation; la confirmation métier reste distincte.,CRITICAL,"Oui, valide.","Oui, tu peux valider.",,,DRAFT,true,,,NON_TESTE,
