PROVISIONAL_KEY,CATEGORY,CONTEXT,MONEY_CRITICALITY,FR_SOURCE,FR_MARCHE,TTS_CANONICAL,STT_VARIANTS,STATUS,VALIDATION_NOTE,LANGUAGE,LANGUAGE_CODE,LANGUAGE_VARIETY,VALIDATION_NATIVE_REQUISE,RISK_NOTE
PROVISIONAL_FRM_NUMBER_091,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quatre-vingt-onze,quatre-vingt-onze,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_NUMBER_092,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quatre-vingt-douze,quatre-vingt-douze,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_NUMBER_093,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quatre-vingt-treize,quatre-vingt-treize,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_NUMBER_094,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quatre-vingt-quatorze,quatre-vingt-quatorze,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_NUMBER_095,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quatre-vingt-quinze,quatre-vingt-quinze,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_NUMBER_096,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quatre-vingt-seize,quatre-vingt-seize,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_NUMBER_097,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quatre-vingt-dix-sept,quatre-vingt-dix-sept,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_NUMBER_098,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quatre-vingt-dix-huit,quatre-vingt-dix-huit,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_NUMBER_099,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quatre-vingt-dix-neuf,quatre-vingt-dix-neuf,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_NUMBER_100,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,cent,cent,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_NUMBER_HUNDRED_200,NUMBER_HUNDREDS,Lecture isolée d’une centaine ou de mille; l’unité et le contexte doivent être ajoutés.,MEDIUM,deux cents,deux cents,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_NUMBER_HUNDRED_300,NUMBER_HUNDREDS,Lecture isolée d’une centaine ou de mille; l’unité et le contexte doivent être ajoutés.,MEDIUM,trois cents,trois cents,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_NUMBER_HUNDRED_400,NUMBER_HUNDREDS,Lecture isolée d’une centaine ou de mille; l’unité et le contexte doivent être ajoutés.,MEDIUM,quatre cents,quatre cents,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_NUMBER_HUNDRED_500,NUMBER_HUNDREDS,Lecture isolée d’une centaine ou de mille; l’unité et le contexte doivent être ajoutés.,MEDIUM,cinq cents,cinq cents,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_NUMBER_HUNDRED_600,NUMBER_HUNDREDS,Lecture isolée d’une centaine ou de mille; l’unité et le contexte doivent être ajoutés.,MEDIUM,six cents,six cents,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_NUMBER_HUNDRED_700,NUMBER_HUNDREDS,Lecture isolée d’une centaine ou de mille; l’unité et le contexte doivent être ajoutés.,MEDIUM,sept cents,sept cents,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_NUMBER_HUNDRED_800,NUMBER_HUNDREDS,Lecture isolée d’une centaine ou de mille; l’unité et le contexte doivent être ajoutés.,MEDIUM,huit cents,huit cents,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_NUMBER_HUNDRED_900,NUMBER_HUNDREDS,Lecture isolée d’une centaine ou de mille; l’unité et le contexte doivent être ajoutés.,MEDIUM,neuf cents,neuf cents,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_NUMBER_THOUSAND_1000,NUMBER_THOUSAND,Lecture isolée d’une centaine ou de mille; l’unité et le contexte doivent être ajoutés.,MEDIUM,mille,mille,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_UNIT_01_UNITE,UNIT,Unité de vente orale.,LOW,unité,à l’unité,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_UNIT_02_TAS,UNIT,Unité de vente orale.,LOW,tas,tas,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_UNIT_03_SAC,UNIT,Unité de vente orale.,LOW,sac,sac,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_UNIT_04_KILO,UNIT,Unité de vente orale.,LOW,kilo,kilo,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_UNIT_05_BOTTE,UNIT,Unité de vente orale.,LOW,botte,botte,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_UNIT_06_BIDON,UNIT,Unité de vente orale.,LOW,bidon,bidon,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_UNIT_07_SACHET,UNIT,Unité de vente orale.,LOW,sachet,sachet,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_UNIT_08_PAQUET,UNIT,Unité de vente orale.,LOW,paquet,paquet,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_UNIT_09_MORCEAU,UNIT,Unité de vente orale.,LOW,morceau,morceau,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_UNIT_10_LITRE,UNIT,Unité de vente orale.,LOW,litre,litre,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_UNIT_11_REGIME,UNIT,Unité de vente orale.,LOW,régime,régime,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_UNIT_12_CARTON,UNIT,Unité de vente orale.,LOW,carton,carton,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_UNIT_13_CAISSE,UNIT,Unité de vente orale.,LOW,caisse,caisse,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_UNIT_14_BOUTEILLE,UNIT,Unité de vente orale.,LOW,bouteille,bouteille,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_UNIT_15_PANIER,UNIT,Unité de vente orale.,LOW,panier,panier,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_UNIT_16_FRANC,UNIT,Dénomination monétaire orale; à associer à un nombre et au contexte.,HIGH,franc,franc,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_UNIT_17_FCFA,UNIT,Dénomination monétaire orale; à associer à un nombre et au contexte.,HIGH,FCFA,franc CFA,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_PRODUCT_01_TOMATE,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,tomate,tomate,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_PRODUCT_02_PIMENT,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,piment,piment,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_PRODUCT_03_GOMBO,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,gombo,gombo,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_PRODUCT_04_ATTIEKE,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,attiéké,attiéké,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_PRODUCT_05_BANANE,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,banane,banane,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_PRODUCT_06_PLANTAIN,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,plantain,plantain,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_PRODUCT_07_IGNAME,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,igname,igname,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_PRODUCT_08_MANIOC,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,manioc,manioc,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_PRODUCT_09_AUBERGINE,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,aubergine,aubergine,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_PRODUCT_10_OIGNON,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,oignon,oignon,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_PRODUCT_11_AIL,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,ail,ail,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_PRODUCT_12_POISSON,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,poisson,poisson,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_PRODUCT_13_VIANDE,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,viande,viande,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_PRODUCT_14_POULET,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,poulet,poulet,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_PRODUCT_15_HUILE,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,huile,huile,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_PRODUCT_16_SEL,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,sel,sel,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_PRODUCT_17_SUCRE,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,sucre,sucre,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_PRODUCT_18_RIZ,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,riz,riz,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_PRODUCT_19_HARICOT,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,haricot,haricot,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_PRODUCT_20_MAIS,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,maïs,maïs,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
PROVISIONAL_FRM_PRODUCT_21_FOUTOU,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,foutou,foutou,,,DRAFT,Aucun texte Dida n’est livré : « Dida » couvre plusieurs langues/variétés et aucune variété cible n’est précisée. Choisir la variété et faire valider par des locutrices natives avant toute rédaction ou intégration.,Dida,a-confirmer,"Non précisée — choisir avant rédaction : Lakota [dic], Yocoboué [gud], Guébie [gie] ou Neyo [ney].",true,
